@relation answerExp9
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@attribute FirstAndFourth STRING
@attribute SecondAndFourth STRING
@attribute ThirdAndFourth STRING
@data
"LOC:other" , "when" , "superman" , "needs" , "to" , "when superman" , "superman needs" , "when needs" , "when to" , "superman to" , "needs to" 
"NUM:period" , "how" , "old" , "is" , "singer" , "how old" , "old is" , "how is" , "how singer" , "old singer" , "is singer" 
"HUM:ind" , "what" , "is" , "the" , "name" , "what is" , "is the" , "what the" , "what name" , "is name" , "the name" 
"HUM:ind" , "who" , "claimed" , "to" , "be" , "who claimed" , "claimed to" , "who to" , "who be" , "claimed be" , "to be" 
"LOC:other" , "where" , "can" , "i" , "get" , "where can" , "can i" , "where i" , "where get" , "can get" , "i get" 
"NUM:date" , "when" , "did" , "spain" , "and" , "when did" , "did spain" , "when spain" , "when and" , "did and" , "spain and" 
"NUM:count" , "how" , "many" , "grooves" , "are" , "how many" , "many grooves" , "how grooves" , "how are" , "many are" , "grooves are" 
"LOC:other" , "what" , "canal" , "does" , "the" , "what canal" , "canal does" , "what does" , "what the" , "canal the" , "does the" 
"HUM:ind" , "what" , "american" , "won" , "the" , "what american" , "american won" , "what won" , "what the" , "american the" , "won the" 
"NUM:perc" , "what" , "are" , "the" , "chances" , "what are" , "are the" , "what the" , "what chances" , "are chances" , "the chances" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"HUM:ind" , "name" , "a" , "female" , "figure" , "name a" , "a female" , "name female" , "name figure" , "a figure" , "female figure" 
"NUM:period" , "how" , "long" , "would" , "it" , "how long" , "long would" , "how would" , "how it" , "long it" , "would it" 
"NUM:money" , "what" , "is" , "the" , "average" , "what is" , "is the" , "what the" , "what average" , "is average" , "the average" 
"NUM:count" , "how" , "many" , "spears" , "are" , "how many" , "many spears" , "how spears" , "how are" , "many are" , "spears are" 
"LOC:other" , "where" , "did" , "george" , "of" , "where did" , "did george" , "where george" , "where of" , "did of" , "george of" 
"NUM:other" , "what" , "men" , "par" , "on" , "what men" , "men par" , "what par" , "what on" , "men on" , "par on" 
"NUM:perc" , "what" , "percentage" , "of" , "american" , "what percentage" , "percentage of" , "what of" , "what american" , "percentage american" , "of american" 
"NUM:money" , "dialing" , "to" , "have" , "a" , "dialing to" , "to have" , "dialing have" , "dialing a" , "to a" , "have a" 
"NUM:count" , "in" , "south" , "korea" , "how" , "in south" , "south korea" , "in korea" , "in how" , "south how" , "korea how" 
"HUM:ind" , "who" , "portrayed" , "carl" , "bernstein" , "who portrayed" , "portrayed carl" , "who carl" , "who bernstein" , "portrayed bernstein" , "carl bernstein" 
"NUM:other" , "what" , "are" , "the" , "numbers" , "what are" , "are the" , "what the" , "what numbers" , "are numbers" , "the numbers" 
"HUM:ind" , "who" , "was" , "tiny" , "tim" , "who was" , "was tiny" , "who tiny" , "who tim" , "was tim" , "tiny tim" 
"HUM:ind" , "who" , "was" , "bonnie" , "blue" , "who was" , "was bonnie" , "who bonnie" , "who blue" , "was blue" , "bonnie blue" 
"NUM:count" , "how" , "many" , "americans" , "have" , "how many" , "many americans" , "how americans" , "how have" , "many have" , "americans have" 
"LOC:other" , "where" , "do" , "i" , "find" , "where do" , "do i" , "where i" , "where find" , "do find" , "i find" 
"HUM:ind" , "who" , "is" , "the" , "antichrist" , "who is" , "is the" , "who the" , "who antichrist" , "is antichrist" , "the antichrist" 
"LOC:country" , "which" , "latin" , "american" , "country" , "which latin" , "latin american" , "which american" , "which country" , "latin country" , "american country" 
"LOC:other" , "what" , "was" , "the" , "former" , "what was" , "was the" , "what the" , "what former" , "was former" , "the former" 
"NUM:count" , "how" , "many" , "teats" , "does" , "how many" , "many teats" , "how teats" , "how does" , "many does" , "teats does" 
"NUM:dist" , "how" , "tall" , "is" , "kilamanjaro" , "how tall" , "tall is" , "how is" , "how kilamanjaro" , "tall kilamanjaro" , "is kilamanjaro" 
"HUM:ind" , "who" , "was" , "the" , "lawyer" , "who was" , "was the" , "who the" , "who lawyer" , "was lawyer" , "the lawyer" 
"LOC:country" , "what" , "country" , "buys" , "percent" , "what country" , "country buys" , "what buys" , "what percent" , "country percent" , "buys percent" 
"LOC:country" , "what" , "country" , "is" , "the" , "what country" , "country is" , "what is" , "what the" , "country the" , "is the" 
"HUM:ind" , "which" , "of" , "the" , "following" , "which of" , "of the" , "which the" , "which following" , "of following" , "the following" 
"NUM:other" , "what" , "is" , "the" , "number" , "what is" , "is the" , "what the" , "what number" , "is number" , "the number" 
"LOC:other" , "where" , "is" , "the" , "biggest" , "where is" , "is the" , "where the" , "where biggest" , "is biggest" , "the biggest" 
"NUM:count" , "what" , "is" , "the" , "estimated" , "what is" , "is the" , "what the" , "what estimated" , "is estimated" , "the estimated" 
"HUM:ind" , "who" , "wrote" , "the" , "farmer" , "who wrote" , "wrote the" , "who the" , "who farmer" , "wrote farmer" , "the farmer" 
"NUM:other" , "what" , "number" , "is" , "at" , "what number" , "number is" , "what is" , "what at" , "number at" , "is at" 
"HUM:ind" , "cnn" , "is" , "owned" , "by" , "cnn is" , "is owned" , "cnn owned" , "cnn by" , "is by" , "owned by" 
"LOC:country" , "what" , "country" , "offered" , "albert" , "what country" , "country offered" , "what offered" , "what albert" , "country albert" , "offered albert" 
"HUM:ind" , "who" , "was" , "the" , "century" , "who was" , "was the" , "who the" , "who century" , "was century" , "the century" 
"HUM:ind" , "what" , "french" , "leader" , "sold" , "what french" , "french leader" , "what leader" , "what sold" , "french sold" , "leader sold" 
"LOC:other" , "what" , "bay" , "sparkles" , "next" , "what bay" , "bay sparkles" , "what sparkles" , "what next" , "bay next" , "sparkles next" 
"NUM:count" , "how" , "many" , "miles" , "of" , "how many" , "many miles" , "how miles" , "how of" , "many of" , "miles of" 
"LOC:other" , "what" , "famed" , "river" , "flows" , "what famed" , "famed river" , "what river" , "what flows" , "famed flows" , "river flows" 
"HUM:ind" , "who" , "is" , "the" , "prime" , "who is" , "is the" , "who the" , "who prime" , "is prime" , "the prime" 
"HUM:ind" , "what" , "player" , "squats" , "an" , "what player" , "player squats" , "what squats" , "what an" , "player an" , "squats an" 
"HUM:ind" , "what" , "the" , "most" , "common" , "what the" , "the most" , "what most" , "what common" , "the common" , "most common" 
"NUM:count" , "how" , "many" , "no" , "answers" , "how many" , "many no" , "how no" , "how answers" , "many answers" , "no answers" 
"NUM:money" , "what" , "is" , "the" , "fine" , "what is" , "is the" , "what the" , "what fine" , "is fine" , "the fine" 
"HUM:ind" , "who" , "wrote" , "the" , "book" , "who wrote" , "wrote the" , "who the" , "who book" , "wrote book" , "the book" 
"LOC:other" , "where" , "can" , "one" , "find" , "where can" , "can one" , "where one" , "where find" , "can find" , "one find" 
"HUM:ind" , "name" , "the" , "ranger" , "who" , "name the" , "the ranger" , "name ranger" , "name who" , "the who" , "ranger who" 
"HUM:ind" , "who" , "is" , "the" , "president" , "who is" , "is the" , "who the" , "who president" , "is president" , "the president" 
"HUM:ind" , "who" , "holds" , "the" , "career" , "who holds" , "holds the" , "who the" , "who career" , "holds career" , "the career" 
"HUM:ind" , "which" , "of" , "the" , "following" , "which of" , "of the" , "which the" , "which following" , "of following" , "the following" 
"HUM:ind" , "who" , "invented" , "the" , "stethoscope" , "who invented" , "invented the" , "who the" , "who stethoscope" , "invented stethoscope" , "the stethoscope" 
"NUM:count" , "how" , "many" , "four" , "star" , "how many" , "many four" , "how four" , "how star" , "many star" , "four star" 
"NUM:date" , "when" , "did" , "nixon" , "die" , "when did" , "did nixon" , "when nixon" , "when die" , "did die" , "nixon die" 
"HUM:ind" , "what" , "comedian" , "hit" , "the" , "what comedian" , "comedian hit" , "what hit" , "what the" , "comedian the" , "hit the" 
"NUM:count" , "how" , "many" , "members" , "are" , "how many" , "many members" , "how members" , "how are" , "many are" , "members are" 
"LOC:other" , "what" , "erupts" , "every" , "hour" , "what erupts" , "erupts every" , "what every" , "what hour" , "erupts hour" , "every hour" 
"LOC:country" , "what" , "country" , "contains" , "the" , "what country" , "country contains" , "what contains" , "what the" , "country the" , "contains the" 
"HUM:ind" , "what" , "are" , "arnold" , "palmer" , "what are" , "are arnold" , "what arnold" , "what palmer" , "are palmer" , "arnold palmer" 
"HUM:ind" , "who" , "retired" , "with" , "home" , "who retired" , "retired with" , "who with" , "who home" , "retired home" , "with home" 
"LOC:other" , "what" , "constellation" , "represents" , "a" , "what constellation" , "constellation represents" , "what represents" , "what a" , "constellation a" , "represents a" 
"NUM:period" , "how" , "long" , "did" , "shea" , "how long" , "long did" , "how did" , "how shea" , "long shea" , "did shea" 
"NUM:other" , "what" , "a" , "perfect" , "score" , "what a" , "a perfect" , "what perfect" , "what score" , "a score" , "perfect score" 
"NUM:period" , "at" , "what" , "age" , "did" , "at what" , "what age" , "at age" , "at did" , "what did" , "age did" 
"LOC:city" , "what" , "russian" , "seaport" , "has" , "what russian" , "russian seaport" , "what seaport" , "what has" , "russian has" , "seaport has" 
"HUM:ind" , "name" , "the" , "two" , "actress" , "name the" , "the two" , "name two" , "name actress" , "the actress" , "two actress" 
"NUM:period" , "how" , "old" , "was" , "gene" , "how old" , "old was" , "how was" , "how gene" , "old gene" , "was gene" 
"LOC:mount" , "what" , "rocky" , "mountain" , "ridge" , "what rocky" , "rocky mountain" , "what mountain" , "what ridge" , "rocky ridge" , "mountain ridge" 
"HUM:ind" , "who" , "is" , "the" , "actress" , "who is" , "is the" , "who the" , "who actress" , "is actress" , "the actress" 
"HUM:ind" , "who" , "portrayed" , "the" , "cowardly" , "who portrayed" , "portrayed the" , "who the" , "who cowardly" , "portrayed cowardly" , "the cowardly" 
"LOC:other" , "what" , "gate" , "opened" , "on" , "what gate" , "gate opened" , "what opened" , "what on" , "gate on" , "opened on" 
"HUM:ind" , "who" , "was" , "the" , "first" , "who was" , "was the" , "who the" , "who first" , "was first" , "the first" 
"NUM:count" , "how" , "many" , "calories" , "are" , "how many" , "many calories" , "how calories" , "how are" , "many are" , "calories are" 
"HUM:ind" , "who" , "killed" , "kurt" , "cobain" , "who killed" , "killed kurt" , "who kurt" , "who cobain" , "killed cobain" , "kurt cobain" 
"HUM:ind" , "who" , "created" , "the" , "monster" , "who created" , "created the" , "who the" , "who monster" , "created monster" , "the monster" 
"LOC:other" , "what" , "the" , "farthest" , "planet" , "what the" , "the farthest" , "what farthest" , "what planet" , "the planet" , "farthest planet" 
"NUM:volsize" , "how" , "big" , "is" , "our" , "how big" , "big is" , "how is" , "how our" , "big our" , "is our" 
"NUM:date" , "when" , "is" , "a" , "woman" , "when is" , "is a" , "when a" , "when woman" , "is woman" , "a woman" 
"HUM:ind" , "what" , "son" , "of" , "a" , "what son" , "son of" , "what of" , "what a" , "son a" , "of a" 
"HUM:ind" , "who" , "was" , "the" , "first" , "who was" , "was the" , "who the" , "who first" , "was first" , "the first" 
"HUM:ind" , "who" , "gave" , "abbie" , "hoffman" , "who gave" , "gave abbie" , "who abbie" , "who hoffman" , "gave hoffman" , "abbie hoffman" 
"HUM:ind" , "what" , "actress" , "in" , "became" , "what actress" , "actress in" , "what in" , "what became" , "actress became" , "in became" 
"HUM:ind" , "who" , "shot" , "billy" , "the" , "who shot" , "shot billy" , "who billy" , "who the" , "shot the" , "billy the" 
"HUM:ind" , "what" , "mormon" , "leader" , "was" , "what mormon" , "mormon leader" , "what leader" , "what was" , "mormon was" , "leader was" 
"LOC:other" , "what" , "the" , "name" , "of" , "what the" , "the name" , "what name" , "what of" , "the of" , "name of" 
"NUM:count" , "how" , "many" , "people" , "in" , "how many" , "many people" , "how people" , "how in" , "many in" , "people in" 
"HUM:ind" , "with" , "whom" , "did" , "bush" , "with whom" , "whom did" , "with did" , "with bush" , "whom bush" , "did bush" 
"LOC:country" , "what" , "country" , "was" , "mikhail" , "what country" , "country was" , "what was" , "what mikhail" , "country mikhail" , "was mikhail" 
"NUM:weight" , "what" , "is" , "the" , "recommended" , "what is" , "is the" , "what the" , "what recommended" , "is recommended" , "the recommended" 
"HUM:ind" , "what" , "pillar" , "of" , "the" , "what pillar" , "pillar of" , "what of" , "what the" , "pillar the" , "of the" 
"LOC:other" , "what" , "is" , "the" , "largest" , "what is" , "is the" , "what the" , "what largest" , "is largest" , "the largest" 
"HUM:ind" , "what" , "is" , "the" , "name" , "what is" , "is the" , "what the" , "what name" , "is name" , "the name" 
"HUM:ind" , "who" , "played" , "sally" , "rogers" , "who played" , "played sally" , "who sally" , "who rogers" , "played rogers" , "sally rogers" 
"HUM:ind" , "what" , "mythical" , "figure" , "carries" , "what mythical" , "mythical figure" , "what figure" , "what carries" , "mythical carries" , "figure carries" 
"NUM:money" , "how" , "much" , "is" , "a" , "how much" , "much is" , "how is" , "how a" , "much a" , "is a" 
"LOC:other" , "what" , "natural" , "attractions" , "draw" , "what natural" , "natural attractions" , "what attractions" , "what draw" , "natural draw" , "attractions draw" 
"NUM:count" , "how" , "many" , "years" , "did" , "how many" , "many years" , "how years" , "how did" , "many did" , "years did" 
"NUM:period" , "how" , "long" , "does" , "it" , "how long" , "long does" , "how does" , "how it" , "long it" , "does it" 
