@relation answerExp8
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@data
"HUM:ind" , "who" , "invent" , "the" , "who invent" , "invent the" , "who the" 
"LOC:other" , "what" , "be" , "einstein" , "what be" , "be einstein" , "what einstein" 
"NUM:date" , "what" , "century" , "the" , "what century" , "century the" , "what the" 
"HUM:ind" , "who" , "write" , "the" , "who write" , "write the" , "who the" 
"NUM:money" , "what" , "debts" , "do" , "what debts" , "debts do" , "what do" 
"HUM:ind" , "which" , "president" , "be" , "which president" , "president be" , "which be" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"LOC:other" , "where" , "do" , "ty" , "where do" , "do ty" , "where ty" 
"NUM:money" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "type" , "how many" , "many type" , "how type" 
"NUM:count" , "how" , "many" , "eye" , "how many" , "many eye" , "how eye" 
"NUM:count" , "how" , "many" , "website" , "how many" , "many website" , "how website" 
"NUM:count" , "how" , "many" , "point" , "how many" , "many point" , "how point" 
"LOC:other" , "what" , "general" , "direction" , "what general" , "general direction" , "what direction" 
"HUM:ind" , "the" , "lawyer" , "who" , "the lawyer" , "lawyer who" , "the who" 
"LOC:mount" , "what" , "be" , "new" , "what be" , "be new" , "what new" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:date" , "what" , "year" , "do" , "what year" , "year do" , "what do" 
"NUM:count" , "how" , "many" , "verse" , "how many" , "many verse" , "how verse" 
"HUM:ind" , "what" , "robust" , "president" , "what robust" , "robust president" , "what president" 
"LOC:country" , "in" , "what" , "nation" , "in what" , "what nation" , "in nation" 
"LOC:country" , "name" , "a" , "country" , "name a" , "a country" , "name country" 
"NUM:code" , "what" , "seven" , "digit" , "what seven" , "seven digit" , "what digit" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"HUM:ind" , "who" , "hold" , "the" , "who hold" , "hold the" , "who the" 
"NUM:perc" , "independent" , "silversmith" , "account" , "independent silversmith" , "silversmith account" , "independent account" 
"LOC:other" , "in" , "what" , "part" , "in what" , "what part" , "in part" 
"HUM:ind" , "who" , "be" , "woody" , "who be" , "be woody" , "who woody" 
"HUM:ind" , "who" , "create" , "maudie" , "who create" , "create maudie" , "who maudie" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:money" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "what" , "waterway" , "be" , "what waterway" , "waterway be" , "what be" 
"HUM:ind" , "who" , "liberate" , "century" , "who liberate" , "liberate century" , "who century" 
"LOC:other" , "on" , "what" , "river" , "on what" , "what river" , "on river" 
"NUM:count" , "what" , "the" , "maximum" , "what the" , "the maximum" , "what maximum" 
"LOC:country" , "what" , "country" , "be" , "what country" , "country be" , "what be" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"NUM:count" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:city" , "what" , "city" , "do" , "what city" , "city do" , "what do" 
"NUM:count" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "what" , "actor" , "have" , "what actor" , "actor have" , "what have" 
"NUM:count" , "how" , "many" , "dollar" , "how many" , "many dollar" , "how dollar" 
"HUM:ind" , "who" , "appoint" , "the" , "who appoint" , "appoint the" , "who the" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"LOC:city" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "what" , "english" , "queen" , "what english" , "english queen" , "what queen" 
"LOC:other" , "what" , "river" , "run" , "what river" , "river run" , "what run" 
"NUM:date" , "when" , "do" , "mount" , "when do" , "do mount" , "when mount" 
"NUM:date" , "when" , "be" , "child" , "when be" , "be child" , "when child" 
"NUM:count" , "how" , "many" , "permutation" , "how many" , "many permutation" , "how permutation" 
"NUM:date" , "what" , "time" , "of" , "what time" , "time of" , "what of" 
"LOC:other" , "what" , "the" , "long" , "what the" , "the long" , "what long" 
"HUM:ind" , "what" , "tennis" , "player" , "what tennis" , "tennis player" , "what player" 
"HUM:ind" , "what" , "abstract" , "painter" , "what abstract" , "abstract painter" , "what painter" 
"NUM:count" , "how" , "many" , "furlong" , "how many" , "many furlong" , "how furlong" 
"NUM:count" , "how" , "many" , "millimeter" , "how many" , "many millimeter" , "how millimeter" 
"NUM:volsize" , "how" , "big" , "be" , "how big" , "big be" , "how be" 
"NUM:count" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:mount" , "what" , "mountain" , "range" , "what mountain" , "mountain range" , "what range" 
"HUM:ind" , "who" , "found" , "the" , "who found" , "found the" , "who the" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"HUM:ind" , "who" , "the" , "king" , "who the" , "the king" , "who king" 
"HUM:ind" , "what" , "bestselling" , "modern" , "what bestselling" , "bestselling modern" , "what modern" 
"HUM:ind" , "what" , "south" , "vietnamese" , "what south" , "south vietnamese" , "what vietnamese" 
"NUM:period" , "how" , "old" , "be" , "how old" , "old be" , "how be" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"NUM:count" , "how" , "many" , "tenth" , "how many" , "many tenth" , "how tenth" 
"NUM:perc" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "win" , "the" , "who win" , "win the" , "who the" 
"HUM:ind" , "who" , "speak" , "the" , "who speak" , "speak the" , "who the" 
"HUM:ind" , "what" , "be" , "thatcher" , "what be" , "be thatcher" , "what thatcher" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "write" , "dubliner" , "who write" , "write dubliner" , "who dubliner" 
"NUM:period" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "be" , "malaysia" , "who be" , "be malaysia" , "who malaysia" 
"HUM:ind" , "who" , "found" , "the" , "who found" , "found the" , "who the" 
"NUM:money" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "say" , "give" , "who say" , "say give" , "who give" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:money" , "by" , "how" , "much" , "by how" , "how much" , "by much" 
"HUM:ind" , "name" , "of" , "the" , "name of" , "of the" , "name the" 
"NUM:dist" , "how" , "long" , "be" , "how long" , "long be" , "how be" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:money" , "what" , "be" , "joe" , "what be" , "be joe" , "what joe" 
"LOC:other" , "where" , "be" , "rider" , "where be" , "be rider" , "where rider" 
"LOC:other" , "where" , "be" , "chop" , "where be" , "be chop" , "where chop" 
"LOC:other" , "where" , "do" , "dew" , "where do" , "do dew" , "where dew" 
"NUM:period" , "how" , "old" , "be" , "how old" , "old be" , "how be" 
"LOC:other" , "what" , "landmark" , "italian" , "what landmark" , "landmark italian" , "what italian" 
"NUM:count" , "how" , "many" , "point" , "how many" , "many point" , "how point" 
"LOC:other" , "what" , "be" , "some" , "what be" , "be some" , "what some" 
"LOC:country" , "what" , "nationality" , "be" , "what nationality" , "nationality be" , "what be" 
"NUM:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "invent" , "the" , "who invent" , "invent the" , "who the" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "whose" , "acceptance" , "speech" , "whose acceptance" , "acceptance speech" , "whose speech" 
"NUM:count" , "how" , "much" , "coca" , "how much" , "much coca" , "how coca" 
"LOC:other" , "where" , "do" , "the" , "where do" , "do the" , "where the" 
"LOC:other" , "what" , "island" , "group" , "what island" , "island group" , "what group" 
"HUM:ind" , "who" , "declare" , "i" , "who declare" , "declare i" , "who i" 
"NUM:count" , "how" , "many" , "company" , "how many" , "many company" , "how company" 
"LOC:country" , "what" , "the" , "only" , "what the" , "the only" , "what only" 
"NUM:date" , "what" , "be" , "judy" , "what be" , "be judy" , "what judy" 
"HUM:ind" , "which" , "former" , "ku" , "which former" , "former ku" , "which ku" 
"NUM:dist" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:country" , "what" , "country" , "have" , "what country" , "country have" , "what have" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:city" , "what" , "city" , "do" , "what city" , "city do" , "what do" 
"LOC:other" , "where" , "do" , "woodstock" , "where do" , "do woodstock" , "where woodstock" 
"NUM:period" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:country" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "what" , "new" , "orleans" , "what new" , "new orleans" , "what orleans" 
"LOC:other" , "where" , "can" , "one" , "where can" , "can one" , "where one" 
"NUM:count" , "how" , "much" , "caffeine" , "how much" , "much caffeine" , "how caffeine" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:volsize" , "how" , "big" , "be" , "how big" , "big be" , "how be" 
"LOC:country" , "what" , "country" , "have" , "what country" , "country have" , "what have" 
"HUM:ind" , "who" , "make" , "chicken" , "who make" , "make chicken" , "who chicken" 
"HUM:ind" , "what" , "director" , "portray" , "what director" , "director portray" , "what portray" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "accompany" , "space" , "who accompany" , "accompany space" , "who space" 
"HUM:ind" , "what" , "world" , "war" , "what world" , "world war" , "what war" 
"HUM:ind" , "who" , "be" , "israel" , "who be" , "be israel" , "who israel" 
"LOC:country" , "what" , "country" , "boast" , "what country" , "country boast" , "what boast" 
"LOC:other" , "where" , "could" , "i" , "where could" , "could i" , "where i" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"NUM:other" , "how" , "loud" , "be" , "how loud" , "loud be" , "how be" 
"HUM:ind" , "what" , "california" , "governor" , "what california" , "california governor" , "what governor" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:money" , "how" , "much" , "would" , "how much" , "much would" , "how would" 
"NUM:perc" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"NUM:count" , "how" , "many" , "elephant" , "how many" , "many elephant" , "how elephant" 
"HUM:ind" , "who" , "do" , "doris" , "who do" , "do doris" , "who doris" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"LOC:country" , "what" , "scandinavian" , "country" , "what scandinavian" , "scandinavian country" , "what country" 
"NUM:period" , "how" , "long" , "would" , "how long" , "long would" , "how would" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"LOC:city" , "what" , "city" , "boast" , "what city" , "city boast" , "what boast" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:period" , "how" , "long" , "be" , "how long" , "long be" , "how be" 
"LOC:country" , "what" , "country" , "lie" , "what country" , "country lie" , "what lie" 
"LOC:other" , "where" , "do" , "surf" , "where do" , "do surf" , "where surf" 
"LOC:mount" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "what" , "the" , "maximum" , "what the" , "the maximum" , "what maximum" 
"NUM:count" , "how" , "many" , "different" , "how many" , "many different" , "how different" 
"NUM:count" , "how" , "many" , "continent" , "how many" , "many continent" , "how continent" 
"HUM:ind" , "what" , "knight" , "actor" , "what knight" , "knight actor" , "what actor" 
"HUM:ind" , "what" , "football" , "coach" , "what football" , "football coach" , "what coach" 
"NUM:date" , "when" , "do" , "the" , "when do" , "do the" , "when the" 
"LOC:other" , "where" , "do" , "the" , "where do" , "do the" , "where the" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:state" , "kosovo" , "be" , "a" , "kosovo be" , "be a" , "kosovo a" 
"LOC:state" , "what" , "new" , "england" , "what new" , "new england" , "what england" 
"NUM:date" , "hitler" , "come" , "to" , "hitler come" , "come to" , "hitler to" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"HUM:ind" , "who" , "with" , "julie" , "who with" , "with julie" , "who julie" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"NUM:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:date" , "when" , "be" , "general" , "when be" , "be general" , "when general" 
"NUM:count" , "how" , "many" , "year" , "how many" , "many year" , "how year" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"HUM:ind" , "what" , "argentine" , "boxer" , "what argentine" , "argentine boxer" , "what boxer" 
"LOC:country" , "what" , "country" , "boast" , "what country" , "country boast" , "what boast" 
"HUM:ind" , "what" , "be" , "jimmy" , "what be" , "be jimmy" , "what jimmy" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"NUM:count" , "how" , "many" , "day" , "how many" , "many day" , "how day" 
"HUM:ind" , "what" , "famous" , "new" , "what famous" , "famous new" , "what new" 
"LOC:city" , "what" , "russian" , "city" , "what russian" , "russian city" , "what city" 
"NUM:count" , "how" , "many" , "vote" , "how many" , "many vote" , "how vote" 
"HUM:ind" , "who" , "be" , "pia" , "who be" , "be pia" , "who pia" 
"HUM:ind" , "what" , "president" , "be" , "what president" , "president be" , "what be" 
"HUM:ind" , "what" , "design" , "the" , "what design" , "design the" , "what the" 
"HUM:ind" , "what" , "feminist" , "write" , "what feminist" , "feminist write" , "what write" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:count" , "how" , "many" , "school" , "how many" , "many school" , "how school" 
"NUM:period" , "how" , "long" , "do" , "how long" , "long do" , "how do" 
"NUM:count" , "how" , "much" , "iron" , "how much" , "much iron" , "how iron" 
"NUM:date" , "when" , "do" , "thatcher" , "when do" , "do thatcher" , "when thatcher" 
"LOC:other" , "what" , "be" , "some" , "what be" , "be some" , "what some" 
"LOC:country" , "what" , "country" , "impose" , "what country" , "country impose" , "what impose" 
"NUM:money" , "how" , "much" , "do" , "how much" , "much do" , "how do" 
"LOC:other" , "what" , "kind" , "of" , "what kind" , "kind of" , "what of" 
"NUM:count" , "how" , "many" , "logarithmic" , "how many" , "many logarithmic" , "how logarithmic" 
"LOC:other" , "where" , "be" , "webster" , "where be" , "be webster" , "where webster" 
"NUM:temp" , "how" , "hot" , "should" , "how hot" , "hot should" , "how should" 
"NUM:period" , "how" , "old" , "be" , "how old" , "old be" , "how be" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"LOC:country" , "what" , "country" , "capital" , "what country" , "country capital" , "what capital" 
"LOC:city" , "what" , "town" , "be" , "what town" , "town be" , "what be" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
