@relation answerExp7
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@data
"LOC:other" , "where" , "were" , "the" , "where were" , "were the" , "where the" 
"LOC:other" , "where" , "is" , "los" , "where is" , "is los" , "where los" 
"LOC:country" , "name" , "the" , "country" , "name the" , "the country" , "name country" 
"LOC:state" , "what" , "state" , "are" , "what state" , "state are" , "what are" 
"LOC:city" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"HUM:ind" , "what" , "tv" , "detective" , "what tv" , "tv detective" , "what detective" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"LOC:state" , "what" , "state" , "does" , "what state" , "state does" , "what does" 
"HUM:ind" , "in" , "the" , "past" , "in the" , "the past" , "in past" 
"HUM:ind" , "who" , "played" , "emperor" , "who played" , "played emperor" , "who emperor" 
"LOC:other" , "what" , "the" , "name" , "what the" , "the name" , "what name" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"HUM:ind" , "whose" , "husbands" , "have" , "whose husbands" , "husbands have" , "whose have" 
"HUM:ind" , "who" , "is" , "king" , "who is" , "is king" , "who king" 
"NUM:count" , "how" , "much" , "of" , "how much" , "much of" , "how of" 
"NUM:perc" , "what" , "percentage" , "of" , "what percentage" , "percentage of" , "what of" 
"NUM:date" , "what" , "date" , "is" , "what date" , "date is" , "what is" 
"NUM:count" , "how" , "many" , "inches" , "how many" , "many inches" , "how inches" 
"NUM:count" , "how" , "many" , "stradivarius" , "how many" , "many stradivarius" , "how stradivarius" 
"HUM:ind" , "who" , "invented" , "the" , "who invented" , "invented the" , "who the" 
"LOC:other" , "what" , "was" , "einstein" , "what was" , "was einstein" , "what einstein" 
"NUM:date" , "what" , "century" , "the" , "what century" , "century the" , "what the" 
"HUM:ind" , "who" , "wrote" , "the" , "who wrote" , "wrote the" , "who the" 
"NUM:money" , "what" , "debts" , "did" , "what debts" , "debts did" , "what did" 
"HUM:ind" , "which" , "president" , "is" , "which president" , "president is" , "which is" 
"LOC:other" , "where" , "are" , "the" , "where are" , "are the" , "where the" 
"LOC:other" , "where" , "did" , "ty" , "where did" , "did ty" , "where ty" 
"NUM:money" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "how" , "many" , "types" , "how many" , "many types" , "how types" 
"NUM:count" , "how" , "many" , "eyes" , "how many" , "many eyes" , "how eyes" 
"NUM:count" , "how" , "many" , "websites" , "how many" , "many websites" , "how websites" 
"NUM:count" , "how" , "many" , "points" , "how many" , "many points" , "how points" 
"LOC:other" , "what" , "general" , "direction" , "what general" , "general direction" , "what direction" 
"HUM:ind" , "the" , "lawyer" , "who" , "the lawyer" , "lawyer who" , "the who" 
"LOC:mount" , "what" , "is" , "new" , "what is" , "is new" , "what new" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"NUM:date" , "what" , "year" , "did" , "what year" , "year did" , "what did" 
"NUM:count" , "how" , "many" , "verses" , "how many" , "many verses" , "how verses" 
"HUM:ind" , "what" , "robust" , "president" , "what robust" , "robust president" , "what president" 
"LOC:country" , "in" , "what" , "nation" , "in what" , "what nation" , "in nation" 
"LOC:country" , "name" , "a" , "country" , "name a" , "a country" , "name country" 
"NUM:code" , "what" , "seven" , "digits" , "what seven" , "seven digits" , "what digits" 
"HUM:ind" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"HUM:ind" , "who" , "held" , "the" , "who held" , "held the" , "who the" 
"NUM:perc" , "independent" , "silversmith" , "account" , "independent silversmith" , "silversmith account" , "independent account" 
"LOC:other" , "in" , "what" , "part" , "in what" , "what part" , "in part" 
"HUM:ind" , "who" , "are" , "woody" , "who are" , "are woody" , "who woody" 
"HUM:ind" , "who" , "created" , "maudie" , "who created" , "created maudie" , "who maudie" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"NUM:money" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "what" , "waterways" , "is" , "what waterways" , "waterways is" , "what is" 
"HUM:ind" , "who" , "liberated" , "century" , "who liberated" , "liberated century" , "who century" 
"LOC:other" , "on" , "what" , "river" , "on what" , "what river" , "on river" 
"NUM:count" , "what" , "the" , "maximum" , "what the" , "the maximum" , "what maximum" 
"LOC:country" , "what" , "country" , "is" , "what country" , "country is" , "what is" 
"LOC:other" , "where" , "are" , "the" , "where are" , "are the" , "where the" 
"NUM:count" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:city" , "what" , "city" , "does" , "what city" , "city does" , "what does" 
"NUM:count" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "what" , "actor" , "has" , "what actor" , "actor has" , "what has" 
"NUM:count" , "how" , "many" , "dollars" , "how many" , "many dollars" , "how dollars" 
"HUM:ind" , "who" , "appointed" , "the" , "who appointed" , "appointed the" , "who the" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"LOC:city" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"HUM:ind" , "what" , "english" , "queen" , "what english" , "english queen" , "what queen" 
"LOC:other" , "what" , "river" , "runs" , "what river" , "river runs" , "what runs" 
"NUM:date" , "when" , "did" , "mount" , "when did" , "did mount" , "when mount" 
"NUM:date" , "when" , "was" , "child" , "when was" , "was child" , "when child" 
"NUM:count" , "how" , "many" , "permutations" , "how many" , "many permutations" , "how permutations" 
"NUM:date" , "what" , "time" , "of" , "what time" , "time of" , "what of" 
"LOC:other" , "what" , "the" , "longest" , "what the" , "the longest" , "what longest" 
"HUM:ind" , "what" , "tennis" , "player" , "what tennis" , "tennis player" , "what player" 
"HUM:ind" , "what" , "abstract" , "painter" , "what abstract" , "abstract painter" , "what painter" 
"NUM:count" , "how" , "many" , "furlongs" , "how many" , "many furlongs" , "how furlongs" 
"NUM:count" , "how" , "many" , "millimeters" , "how many" , "many millimeters" , "how millimeters" 
"NUM:volsize" , "how" , "big" , "is" , "how big" , "big is" , "how is" 
"NUM:count" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"LOC:mount" , "what" , "mountain" , "range" , "what mountain" , "mountain range" , "what range" 
"HUM:ind" , "who" , "founded" , "the" , "who founded" , "founded the" , "who the" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"HUM:ind" , "who" , "the" , "king" , "who the" , "the king" , "who king" 
"HUM:ind" , "what" , "bestselling" , "modern" , "what bestselling" , "bestselling modern" , "what modern" 
"HUM:ind" , "what" , "south" , "vietnamese" , "what south" , "south vietnamese" , "what vietnamese" 
"NUM:period" , "how" , "old" , "is" , "how old" , "old is" , "how is" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"NUM:count" , "how" , "many" , "tenths" , "how many" , "many tenths" , "how tenths" 
"NUM:perc" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "won" , "the" , "who won" , "won the" , "who the" 
"HUM:ind" , "who" , "spoke" , "the" , "who spoke" , "spoke the" , "who the" 
"HUM:ind" , "what" , "was" , "thatcher" , "what was" , "was thatcher" , "what thatcher" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "who" , "wrote" , "dubliners" , "who wrote" , "wrote dubliners" , "who dubliners" 
"NUM:period" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "is" , "malaysia" , "who is" , "is malaysia" , "who malaysia" 
"HUM:ind" , "who" , "founded" , "the" , "who founded" , "founded the" , "who the" 
"NUM:money" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "said" , "give" , "who said" , "said give" , "who give" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:money" , "by" , "how" , "much" , "by how" , "how much" , "by much" 
"HUM:ind" , "name" , "of" , "the" , "name of" , "of the" , "name the" 
"NUM:dist" , "how" , "long" , "is" , "how long" , "long is" , "how is" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:money" , "what" , "was" , "joe" , "what was" , "was joe" , "what joe" 
"LOC:other" , "where" , "is" , "rider" , "where is" , "is rider" , "where rider" 
"LOC:other" , "where" , "was" , "chop" , "where was" , "was chop" , "where chop" 
"LOC:other" , "where" , "does" , "dew" , "where does" , "does dew" , "where dew" 
"NUM:period" , "how" , "old" , "was" , "how old" , "old was" , "how was" 
"LOC:other" , "what" , "landmark" , "italian" , "what landmark" , "landmark italian" , "what italian" 
"NUM:count" , "how" , "many" , "points" , "how many" , "many points" , "how points" 
"LOC:other" , "what" , "are" , "some" , "what are" , "are some" , "what some" 
"LOC:country" , "what" , "nationality" , "is" , "what nationality" , "nationality is" , "what is" 
"NUM:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "invented" , "the" , "who invented" , "invented the" , "who the" 
"HUM:ind" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "whose" , "acceptance" , "speech" , "whose acceptance" , "acceptance speech" , "whose speech" 
"NUM:count" , "how" , "much" , "coca" , "how much" , "much coca" , "how coca" 
"LOC:other" , "where" , "did" , "the" , "where did" , "did the" , "where the" 
"LOC:other" , "what" , "island" , "group" , "what island" , "island group" , "what group" 
"HUM:ind" , "who" , "declared" , "i" , "who declared" , "declared i" , "who i" 
"NUM:count" , "how" , "many" , "companies" , "how many" , "many companies" , "how companies" 
"LOC:country" , "what" , "the" , "only" , "what the" , "the only" , "what only" 
"NUM:date" , "what" , "is" , "judy" , "what is" , "is judy" , "what judy" 
"HUM:ind" , "which" , "former" , "ku" , "which former" , "former ku" , "which ku" 
"NUM:dist" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:country" , "what" , "country" , "has" , "what country" , "country has" , "what has" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"LOC:city" , "what" , "city" , "does" , "what city" , "city does" , "what does" 
"LOC:other" , "where" , "did" , "woodstock" , "where did" , "did woodstock" , "where woodstock" 
"NUM:period" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:country" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"HUM:ind" , "what" , "new" , "orleans" , "what new" , "new orleans" , "what orleans" 
"LOC:other" , "where" , "can" , "one" , "where can" , "can one" , "where one" 
"NUM:count" , "how" , "much" , "caffeine" , "how much" , "much caffeine" , "how caffeine" 
"HUM:ind" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"NUM:volsize" , "how" , "big" , "is" , "how big" , "big is" , "how is" 
"LOC:country" , "what" , "countries" , "have" , "what countries" , "countries have" , "what have" 
"HUM:ind" , "who" , "makes" , "chicken" , "who makes" , "makes chicken" , "who chicken" 
"HUM:ind" , "what" , "director" , "portrayed" , "what director" , "director portrayed" , "what portrayed" 
"HUM:ind" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"HUM:ind" , "who" , "accompanied" , "space" , "who accompanied" , "accompanied space" , "who space" 
"HUM:ind" , "what" , "world" , "war" , "what world" , "world war" , "what war" 
"HUM:ind" , "who" , "was" , "israel" , "who was" , "was israel" , "who israel" 
"LOC:country" , "what" , "country" , "boasts" , "what country" , "country boasts" , "what boasts" 
"LOC:other" , "where" , "could" , "i" , "where could" , "could i" , "where i" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"NUM:other" , "how" , "loud" , "is" , "how loud" , "loud is" , "how is" 
"HUM:ind" , "what" , "california" , "governor" , "what california" , "california governor" , "what governor" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"NUM:money" , "how" , "much" , "would" , "how much" , "much would" , "how would" 
"NUM:perc" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"NUM:count" , "how" , "many" , "elephants" , "how many" , "many elephants" , "how elephants" 
"HUM:ind" , "who" , "did" , "doris" , "who did" , "did doris" , "who doris" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"LOC:country" , "what" , "scandinavian" , "country" , "what scandinavian" , "scandinavian country" , "what country" 
"NUM:period" , "how" , "long" , "would" , "how long" , "long would" , "how would" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"LOC:city" , "what" , "city" , "boasts" , "what city" , "city boasts" , "what boasts" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"NUM:period" , "how" , "long" , "was" , "how long" , "long was" , "how was" 
"LOC:country" , "what" , "country" , "lies" , "what country" , "country lies" , "what lies" 
"LOC:other" , "where" , "did" , "surfing" , "where did" , "did surfing" , "where surfing" 
"LOC:mount" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "what" , "the" , "maximum" , "what the" , "the maximum" , "what maximum" 
"NUM:count" , "how" , "many" , "different" , "how many" , "many different" , "how different" 
"NUM:count" , "how" , "many" , "continents" , "how many" , "many continents" , "how continents" 
"HUM:ind" , "what" , "knighted" , "actor" , "what knighted" , "knighted actor" , "what actor" 
"HUM:ind" , "what" , "football" , "coach" , "what football" , "football coach" , "what coach" 
"NUM:date" , "when" , "did" , "the" , "when did" , "did the" , "when the" 
"LOC:other" , "where" , "did" , "the" , "where did" , "did the" , "where the" 
"HUM:ind" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"LOC:state" , "kosovo" , "is" , "a" , "kosovo is" , "is a" , "kosovo a" 
"LOC:state" , "what" , "new" , "england" , "what new" , "new england" , "what england" 
"NUM:date" , "hitler" , "came" , "to" , "hitler came" , "came to" , "hitler to" 
"LOC:other" , "where" , "are" , "the" , "where are" , "are the" , "where the" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"HUM:ind" , "who" , "with" , "julie" , "who with" , "with julie" , "who julie" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"NUM:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:date" , "when" , "was" , "general" , "when was" , "was general" , "when general" 
"NUM:count" , "how" , "many" , "years" , "how many" , "many years" , "how years" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"HUM:ind" , "what" , "argentine" , "boxer" , "what argentine" , "argentine boxer" , "what boxer" 
"LOC:country" , "what" , "country" , "boasts" , "what country" , "country boasts" , "what boasts" 
"HUM:ind" , "what" , "is" , "jimmy" , "what is" , "is jimmy" , "what jimmy" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
