@relation answerExp10
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@attribute FirstAndFourth STRING
@attribute SecondAndFourth STRING
@attribute ThirdAndFourth STRING
@data
"HUM:ind" , "who" , "be" , "leader" , "of" , "who be" , "be leader" , "who leader" , "who of" , "be of" , "leader of" 
"HUM:ind" , "who" , "be" , "the" , "first" , "who be" , "be the" , "who the" , "who first" , "be first" , "the first" 
"LOC:country" , "what" , "southeast" , "asian" , "country" , "what southeast" , "southeast asian" , "what asian" , "what country" , "southeast country" , "asian country" 
"LOC:city" , "what" , "italian" , "city" , "of" , "what italian" , "italian city" , "what city" , "what of" , "italian of" , "city of" 
"NUM:count" , "how" , "many" , "state" , "have" , "how many" , "many state" , "how state" , "how have" , "many have" , "state have" 
"LOC:city" , "what" , "be" , "the" , "name" , "what be" , "be the" , "what the" , "what name" , "be name" , "the name" 
"NUM:perc" , "what" , "ratio" , "of" , "child" , "what ratio" , "ratio of" , "what of" , "what child" , "ratio child" , "of child" 
"NUM:count" , "how" , "many" , "city" , "be" , "how many" , "many city" , "how city" , "how be" , "many be" , "city be" 
"NUM:count" , "how" , "many" , "visitor" , "go" , "how many" , "many visitor" , "how visitor" , "how go" , "many go" , "visitor go" 
"NUM:other" , "what" , "be" , "the" , "population" , "what be" , "be the" , "what the" , "what population" , "be population" , "the population" 
"LOC:other" , "what" , "be" , "the" , "best" , "what be" , "be the" , "what the" , "what best" , "be best" , "the best" 
"NUM:date" , "what" , "century" , "do" , "art" , "what century" , "century do" , "what do" , "what art" , "century art" , "do art" 
"NUM:count" , "how" , "many" , "space" , "follow" , "how many" , "many space" , "how space" , "how follow" , "many follow" , "space follow" 
"NUM:date" , "in" , "what" , "year" , "be" , "in what" , "what year" , "in year" , "in be" , "what be" , "year be" 
"NUM:weight" , "what" , "be" , "the" , "weight" , "what be" , "be the" , "what the" , "what weight" , "be weight" , "the weight" 
"NUM:weight" , "what" , "be" , "the" , "approximate" , "what be" , "be the" , "what the" , "what approximate" , "be approximate" , "the approximate" 
"LOC:other" , "on" , "what" , "avenue" , "be" , "on what" , "what avenue" , "on avenue" , "on be" , "what be" , "avenue be" 
"LOC:other" , "where" , "do" , "the" , "song" , "where do" , "do the" , "where the" , "where song" , "do song" , "the song" 
"LOC:other" , "where" , "be" , "the" , "first" , "where be" , "be the" , "where the" , "where first" , "be first" , "the first" 
"NUM:dist" , "how" , "far" , "be" , "yaroslavl" , "how far" , "far be" , "how be" , "how yaroslavl" , "far yaroslavl" , "be yaroslavl" 
"HUM:ind" , "what" , "be" , "the" , "present" , "what be" , "be the" , "what the" , "what present" , "be present" , "the present" 
"HUM:ind" , "who" , "be" , "the" , "nebbish" , "who be" , "be the" , "who the" , "who nebbish" , "be nebbish" , "the nebbish" 
"NUM:count" , "how" , "many" , "byte" , "be" , "how many" , "many byte" , "how byte" , "how be" , "many be" , "byte be" 
"HUM:ind" , "who" , "sing" , "the" , "song" , "who sing" , "sing the" , "who the" , "who song" , "sing song" , "the song" 
"NUM:weight" , "approximately" , "how" , "much" , "do" , "approximately how" , "how much" , "approximately much" , "approximately do" , "how do" , "much do" 
"LOC:country" , "what" , "country" , "flag" , "be" , "what country" , "country flag" , "what flag" , "what be" , "country be" , "flag be" 
"HUM:ind" , "who" , "be" , "the" , "columbia" , "who be" , "be the" , "who the" , "who columbia" , "be columbia" , "the columbia" 
"HUM:ind" , "name" , "dondi" , "adoptive" , "grandfather" , "name dondi" , "dondi adoptive" , "name adoptive" , "name grandfather" , "dondi grandfather" , "adoptive grandfather" 
"NUM:date" , "when" , "be" , "the" , "congress" , "when be" , "be the" , "when the" , "when congress" , "be congress" , "the congress" 
"NUM:count" , "how" , "much" , "folic" , "acid" , "how much" , "much folic" , "how folic" , "how acid" , "much acid" , "folic acid" 
"NUM:date" , "what" , "year" , "be" , "the" , "what year" , "year be" , "what be" , "what the" , "year the" , "be the" 
"NUM:count" , "how" , "many" , "colony" , "do" , "how many" , "many colony" , "how colony" , "how do" , "many do" , "colony do" 
"NUM:count" , "how" , "many" , "state" , "have" , "how many" , "many state" , "how state" , "how have" , "many have" , "state have" 
"HUM:ind" , "whose" , "biography" , "by" , "maurice" , "whose biography" , "biography by" , "whose by" , "whose maurice" , "biography maurice" , "by maurice" 
"HUM:ind" , "in" , "the" , "movie" , "groundshog" , "in the" , "the movie" , "in movie" , "in groundshog" , "the groundshog" , "movie groundshog" 
"NUM:period" , "how" , "old" , "be" , "benny" , "how old" , "old be" , "how be" , "how benny" , "old benny" , "be benny" 
"LOC:other" , "where" , "can" , "i" , "read" , "where can" , "can i" , "where i" , "where read" , "can read" , "i read" 
"LOC:country" , "what" , "country" , "border" , "the" , "what country" , "country border" , "what border" , "what the" , "country the" , "border the" 
"LOC:other" , "what" , "river" , "run" , "through" , "what river" , "river run" , "what run" , "what through" , "river through" , "run through" 
"HUM:ind" , "who" , "be" , "the" , "first" , "who be" , "be the" , "who the" , "who first" , "be first" , "the first" 
"HUM:ind" , "what" , "doctor" , "be" , "synonymous" , "what doctor" , "doctor be" , "what be" , "what synonymous" , "doctor synonymous" , "be synonymous" 
"NUM:other" , "what" , "be" , "the" , "shoe" , "what be" , "be the" , "what the" , "what shoe" , "be shoe" , "the shoe" 
"HUM:ind" , "who" , "found" , "the" , "unification" , "who found" , "found the" , "who the" , "who unification" , "found unification" , "the unification" 
"NUM:count" , "how" , "many" , "zero" , "be" , "how many" , "many zero" , "how zero" , "how be" , "many be" , "zero be" 
"NUM:other" , "what" , "be" , "the" , "statistic" , "what be" , "be the" , "what the" , "what statistic" , "be statistic" , "the statistic" 
"HUM:ind" , "what" , "american" , "general" , "drag" , "what american" , "american general" , "what general" , "what drag" , "american drag" , "general drag" 
"NUM:other" , "what" , "the" , "score" , "of" , "what the" , "the score" , "what score" , "what of" , "the of" , "score of" 
"LOC:other" , "where" , "do" , "tuberculosis" , "come" , "where do" , "do tuberculosis" , "where tuberculosis" , "where come" , "do come" , "tuberculosis come" 
"HUM:ind" , "who" , "invent" , "the" , "lawnmower" , "who invent" , "invent the" , "who the" , "who lawnmower" , "invent lawnmower" , "the lawnmower" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"HUM:ind" , "what" , "senator" , "once" , "play" , "what senator" , "senator once" , "what once" , "what play" , "senator play" , "once play" 
"HUM:ind" , "what" , "be" , "li" , "l" , "what be" , "be li" , "what li" , "what l" , "be l" , "li l" 
"NUM:count" , "how" , "many" , "liberty" , "bell" , "how many" , "many liberty" , "how liberty" , "how bell" , "many bell" , "liberty bell" 
"LOC:country" , "what" , "two" , "country" , "be" , "what two" , "two country" , "what country" , "what be" , "two be" , "country be" 
"LOC:country" , "jackson" , "pollock" , "be" , "of" , "jackson pollock" , "pollock be" , "jackson be" , "jackson of" , "pollock of" , "be of" 
"HUM:ind" , "what" , "architect" , "originate" , "the" , "what architect" , "architect originate" , "what originate" , "what the" , "architect the" , "originate the" 
"NUM:count" , "how" , "many" , "russian" , "have" , "how many" , "many russian" , "how russian" , "how have" , "many have" , "russian have" 
"NUM:date" , "when" , "be" , "franklin" , "roosevelt" , "when be" , "be franklin" , "when franklin" , "when roosevelt" , "be roosevelt" , "franklin roosevelt" 
"LOC:other" , "where" , "on" , "the" , "internet" , "where on" , "on the" , "where the" , "where internet" , "on internet" , "the internet" 
"LOC:country" , "what" , "be" , "the" , "first" , "what be" , "be the" , "what the" , "what first" , "be first" , "the first" 
"HUM:ind" , "who" , "share" , "a" , "new" , "who share" , "share a" , "who a" , "who new" , "share new" , "a new" 
"LOC:other" , "what" , "prison" , "be" , "find" , "what prison" , "prison be" , "what be" , "what find" , "prison find" , "be find" 
"LOC:country" , "what" , "country" , "have" , "declare" , "what country" , "country have" , "what have" , "what declare" , "country declare" , "have declare" 
"HUM:ind" , "who" , "be" , "the" , "director" , "who be" , "be the" , "who the" , "who director" , "be director" , "the director" 
"HUM:ind" , "what" , "hall" , "of" , "fame" , "what hall" , "hall of" , "what of" , "what fame" , "hall fame" , "of fame" 
"LOC:other" , "what" , "be" , "the" , "long" , "what be" , "be the" , "what the" , "what long" , "be long" , "the long" 
"LOC:other" , "what" , "river" , "be" , "windsor" , "what river" , "river be" , "what be" , "what windsor" , "river windsor" , "be windsor" 
"LOC:other" , "where" , "be" , "natchitoches" , "louisiana" , "where be" , "be natchitoches" , "where natchitoches" , "where louisiana" , "be louisiana" , "natchitoches louisiana" 
"HUM:ind" , "what" , "be" , "the" , "name" , "what be" , "be the" , "what the" , "what name" , "be name" , "the name" 
"LOC:city" , "what" , "the" , "capital" , "of" , "what the" , "the capital" , "what capital" , "what of" , "the of" , "capital of" 
"NUM:money" , "what" , "be" , "the" , "start" , "what be" , "be the" , "what the" , "what start" , "be start" , "the start" 
"HUM:ind" , "what" , "be" , "the" , "man" , "what be" , "be the" , "what the" , "what man" , "be man" , "the man" 
"NUM:money" , "what" , "will" , "the" , "california" , "what will" , "will the" , "what the" , "what california" , "will california" , "the california" 
"LOC:city" , "what" , "city" , "be" , "serve" , "what city" , "city be" , "what be" , "what serve" , "city serve" , "be serve" 
"HUM:ind" , "who" , "direct" , "the" , "first" , "who direct" , "direct the" , "who the" , "who first" , "direct first" , "the first" 
"HUM:ind" , "what" , "two" , "historical" , "figure" , "what two" , "two historical" , "what historical" , "what figure" , "two figure" , "historical figure" 
"LOC:other" , "where" , "in" , "the" , "united" , "where in" , "in the" , "where the" , "where united" , "in united" , "the united" 
"LOC:country" , "what" , "country" , "in" , "have" , "what country" , "country in" , "what in" , "what have" , "country have" , "in have" 
"NUM:money" , "what" , "be" , "the" , "price" , "what be" , "be the" , "what the" , "what price" , "be price" , "the price" 
"NUM:money" , "what" , "be" , "the" , "first" , "what be" , "be the" , "what the" , "what first" , "be first" , "the first" 
"NUM:count" , "how" , "many" , "people" , "live" , "how many" , "many people" , "how people" , "how live" , "many live" , "people live" 
"NUM:date" , "what" , "year" , "be" , "janet" , "what year" , "year be" , "what be" , "what janet" , "year janet" , "be janet" 
"HUM:ind" , "name" , "of" , "heroine" , "in" , "name of" , "of heroine" , "name heroine" , "name in" , "of in" , "heroine in" 
"NUM:count" , "how" , "many" , "movie" , "have" , "how many" , "many movie" , "how movie" , "how have" , "many have" , "movie have" 
"HUM:ind" , "what" , "tv" , "character" , "sire" , "what tv" , "tv character" , "what character" , "what sire" , "tv sire" , "character sire" 
"LOC:other" , "what" , "be" , "the" , "name" , "what be" , "be the" , "what the" , "what name" , "be name" , "the name" 
"HUM:ind" , "what" , "baseball" , "player" , "be" , "what baseball" , "baseball player" , "what player" , "what be" , "baseball be" , "player be" 
"HUM:ind" , "who" , "kill" , "lee" , "harvey" , "who kill" , "kill lee" , "who lee" , "who harvey" , "kill harvey" , "lee harvey" 
"HUM:ind" , "who" , "invent" , "the" , "fax" , "who invent" , "invent the" , "who the" , "who fax" , "invent fax" , "the fax" 
"NUM:dist" , "how" , "wide" , "be" , "the" , "how wide" , "wide be" , "how be" , "how the" , "wide the" , "be the" 
"HUM:ind" , "who" , "write" , "the" , "poem" , "who write" , "write the" , "who the" , "who poem" , "write poem" , "the poem" 
"HUM:ind" , "what" , "singer" , "theme" , "song" , "what singer" , "singer theme" , "what theme" , "what song" , "singer song" , "theme song" 
"NUM:count" , "how" , "many" , "meter" , "be" , "how many" , "many meter" , "how meter" , "how be" , "many be" , "meter be" 
"NUM:count" , "about" , "how" , "many" , "soldier" , "about how" , "how many" , "about many" , "about soldier" , "how soldier" , "many soldier" 
"HUM:ind" , "who" , "be" , "rocky" , "and" , "who be" , "be rocky" , "who rocky" , "who and" , "be and" , "rocky and" 
"HUM:ind" , "who" , "think" , "he" , "never" , "who think" , "think he" , "who he" , "who never" , "think never" , "he never" 
"HUM:ind" , "who" , "create" , "the" , "muppets" , "who create" , "create the" , "who the" , "who muppets" , "create muppets" , "the muppets" 
"LOC:other" , "what" , "celestial" , "body" , "have" , "what celestial" , "celestial body" , "what body" , "what have" , "celestial have" , "body have" 
"HUM:ind" , "name" , "one" , "of" , "the" , "name one" , "one of" , "name of" , "name the" , "one the" , "of the" 
"LOC:country" , "what" , "country" , "border" , "denmark" , "what country" , "country border" , "what border" , "what denmark" , "country denmark" , "border denmark" 
"HUM:ind" , "what" , "two" , "u" , "biochemist" , "what two" , "two u" , "what u" , "what biochemist" , "two biochemist" , "u biochemist" 
"LOC:other" , "where" , "do" , "you" , "find" , "where do" , "do you" , "where you" , "where find" , "do find" , "you find" 
"NUM:count" , "how" , "many" , "neuron" , "be" , "how many" , "many neuron" , "how neuron" , "how be" , "many be" , "neuron be" 
"LOC:city" , "what" , "city" , "be" , "kdge" , "what city" , "city be" , "what be" , "what kdge" , "city kdge" , "be kdge" 
"LOC:city" , "what" , "city" , "be" , "bobby" , "what city" , "city be" , "what be" , "what bobby" , "city bobby" , "be bobby" 
"LOC:other" , "what" , "london" , "museum" , "feature" , "what london" , "london museum" , "what museum" , "what feature" , "london feature" , "museum feature" 
"LOC:city" , "what" , "city" , "be" , "serve" , "what city" , "city be" , "what be" , "what serve" , "city serve" , "be serve" 
"NUM:count" , "how" , "many" , "lake" , "be" , "how many" , "many lake" , "how lake" , "how be" , "many be" , "lake be" 
"HUM:ind" , "who" , "else" , "be" , "consider" , "who else" , "else be" , "who be" , "who consider" , "else consider" , "be consider" 
